"zipcode","city","list","list_number","firstname","lastname","gender","position","party","cumuls_2017","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","cumuleo_url"
7100,"La Louvière","PLUS & CDH",,"Hélène","WALLEMACQ","F",14,,,,,,,,,,,,,,,,,
7911,"Frasnes-lez-Anvaing","H. CITOYEN",,"Marianne","WALLEMACQ-FRANCOIS","F",16,,,,,,,,,,,,,,,,,
4900,"Spa","S.P.A",,"Marc","WALLER","M",15,,,,,,,,,,,,,,,,,
7387,"Honnelles","HD",,"Cédric","WALLET","M",12,,,,,,,,,,,,,,,,,
7800,"Ath","PS",,"Nicolas","WALLEZ","M",19,,,,,,,,,,,,,,,,,
7700,"Mouscron","CDH",,"Quentin","WALLEZ","M",24,,,,,,,,,,,,,,,,,
5660,"Couvin","CVN ",,"Thibaut","WALLON","M",11,,,,,,,,,,,,,,,,,
4500,"Huy","PS",,"Charles","WALO","M",23,,,,,,,,,,,,,,,,,
,"Eghezée","EPV",,"Christelle","WALRANT","F",16,,,,,,,,,,,,,,,,,
1160,"Auderghem","Ecolo-Groen",2,"Charlotte","Walrave",,19,,,,,,,,,,,,,,,,,
5380,"Fernelmont","EPF",,"Hélène","WALRAVENS","F",2,,,,,,,,,,,,,,,,,
,"Berchem","ECOLO-GROEN",2,"Julie","Walravens",,27,,,,,,,,,,,,,,,,,
1315,"Incourt","EPI",,"Léon","WALRY","M",1,"PS","3","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/257-leon-walry.php"
6200,"Châtelet","moDem",,"Sandra","WALRY","F",14,,,,,,,,,,,,,,,,,
1430,"Rebecq","ECA",,"Stéphanie","WALSCHAERTS","F",3,,,,,,,,,,,,,,,,,
6780,"Messancy","PS",,"Aline","WALTZING","F",8,,,,,,,,,,,,,,,,,
6800,"Libramont-Chevigny","Libr@Vous",,"Jean-Michel","WALTZING","M",6,,,,,,,,,,,,,,,,,
6700,"Arlon","MR",,"Olivier","WALTZING","M",8,,,,,,,,,,,,,,,,,
7041,"Quévy","MR+",,"Vincent","WAMBERSY","M",4,,,,,,,,,,,,,,,,,
1090,"Jette","VLAAMS BELANG",3,"Godelieve","Wampers",,2,,,,,,,,,,,,,,,,,
7333,"Saint-Ghislain","PS",,"Odile","WANDESMAL","F",22,,,,,,,,,,,,,,,,,
7100,"La Louvière","PP",,"Pascal","WANEKEM","M",5,,,,,,,,,,,,,,,,,
6690,"Vielsalm","ECOLO",,"Anne","WANET","F",6,,,,,,,,,,,,,,,,,
4530,"Villers-le-Bouillet","ENSEMBLE",,"Philippe","WANET","M",2,"cdH","6","oui","oui","oui","oui","oui","oui",,,,,,"oui","oui","oui","https://www.cumuleo.be/mandataire/253-philippe-wanet.php"
7100,"La Louvière","PLUS & CDH",,"Yu","WANG","M",27,,,,,,,,,,,,,,,,,
4920,"Aywaille","ECOLO",,"Anita","WANGEN","F",17,,,,,,,,,,,,,,,,,
7830,"Silly","ECOLO",,"Serge","WANGNEUR","M",3,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","ECOLO-GROEN",2,"Krystel","Wanneau",,25,,,,,,,,,,,,,,,,,
4280,"Hannut","H+",,"Caroline","WANT","F",20,,,,,,,,,,,,,,,,,
4470,"Saint-Georges-sur-Meuse","ENSEMBLE",,"Jean-François","WANTEN","M",5,"cdH","11","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13471-jean-francois-wanten.php"
1200,"Woluwe-Saint-Lambert","Liste du Bourgmestre",4,"Thierry","Wantens",,21,,,,,,,,,,,,,,,,,
7800,"Ath","ECOLO",,"Isabelle ","WANWERT","F",12,,,,,,,,,,,,,,,,,
7100,"La Louvière","PS",,"Jean-Claude","WARGNIE","M",21,,,,,,,,,,,,,,,,,
7180,"Seneffe","LB",,"Ghislain","WARGNIES","M",20,,,,,,,,,,,,,,,,,
6700,"Arlon","Pour vouS",,"Mélissa","WARGNIES","F",24,,,,,,,,,,,,,,,,,
4670,"Blegny","MR",,"Luc","WARICHET","M",1,,,,,,,,,,,,,,,,,
5570,"Beauraing","INT. CITOYENS",,"Annique","WARIN","F",13,,,,,,,,,,,,,,,,,
5570,"Beauraing","VERT DEMAIN",,"Coline","WARIN","F",5,,,,,,,,,,,,,,,,,
4960,"Malmedy","Alternative",,"Coraline","WARLAND","F",12,,,,,,,,,,,,,,,,,
4960,"Malmedy","ECm",,"Josiane","WARLAND-MELCHIOR","F",22,,,,,,,,,,,,,,,,,
4910,"Theux","ECOLO",,"Xavier","WARLING","M",7,,,,,,,,,,,,,,,,,
6800,"Libramont-Chevigny","Libr@Vous",,"Arnaud","WARLOMONT","M",16,,,,,,,,,,,,,,,,,
6840,"Neufchâteau","AGIR ENSEMBLE",,"Korin","WARLOMONT","F",14,,,,,,,,,,,,,,,,,
7780,"Comines-Warneton","ENSEMBLE",,"Raymond","WARLOP","M",12,,,,,,,,,,,,,,,,,
5000,"Namur","PTB",,"Jessica","WARMOES","F",16,,,,,,,,,,,,,,,,,
5000,"Namur","PTB",,"Thierry","WARMOES","M",1,,,,,,,,,,,,,,,,,
1450,"Chastre","Chastre20+",,"Geneviève","WARNANT","F",4,,,,,,,,,,,,,,,,,
4360,"Oreye","ENSEMBLE",,"Marie-Christine","WARNANT","F",2,,,,,,,,,,,,,,,,,
6250,"Aiseau-Presles","MR",,"Annick","WARNIER","F",16,,,,,,,,,,,,,,,,,
4260,"Braives","DéFI",,"Emmanuel","WARNIER","M",5,,,,,,,,,,,,,,,,,
4100,"Seraing","MR",,"Jannine","WARNIER","F",14,,,,,,,,,,,,,,,,,
6990,"Hotton","E.C.",,"Martin","WARNIER","M",5,,,,,,,,,,,,,,,,,
6800,"Libramont-Chevigny","ECOLO",,"Laetitia","WARNIMONT","F",19,,,,,,,,,,,,,,,,,
5600,"Philippeville","Agir Ensemble",,"Martine","WARNON-DECHAMPS","F",20,,,,,,,,,,,,,,,,,
4500,"Huy","PS",,"Jean","WARNOTTE","M",19,,,,,,,,,,,,,,,,,
,"Court-Saint-Etienne","Liste Mayeur",,"Julie","WARNOTTE","F",8,,,,,,,,,,,,,,,,,
4367,"Crisnée","PS+",,"Nicolas","WARNOTTE","M",1,,,,,,,,,,,,,,,,,
1210,"Saint-Josse-Ten-Noode","ECOLO-GROEN",2,"Pauline","Warnotte",,3,,,,,,,,,,,,,,,,,
1070,"Anderlecht","ECOLO_GROEN",2,"Sylvie","Warnotte",,14,,,,,,,,,,,,,,,,,
4960,"Malmedy","ECm",,"Patrick","WARNY","M",13,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","DéFI",4,"Justine","Waroquet",,16,,,,,,,,,,,,,,,,,
7000,"Mons","AGORA - CDH",,"Marie-Christine","WAROQUET","F",31,,,,,,,,,,,,,,,,,
7333,"Saint-Ghislain","PP",,"Brigitte","WAROQUIER","F",8,,,,,,,,,,,,,,,,,
5600,"Philippeville","Phil'Citoyens",,"Laurent","WARREYN-DONGENAERS","M",5,,,,,,,,,,,,,,,,,
6210,"Les Bons Villers","MR-IC",,"Emmanuel","WART","M",1,"MR","8","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/242-emmanuel-wart.php"
7333,"Saint-Ghislain","PS",,"Dorothée","WARTHOLD","F",24,,,,,,,,,,,,,,,,,
5575,"Gedinne","GEDINNE 2018",,"Charline","WARTIQUE","F",4,,,,,,,,,,,,,,,,,
6560,"Erquelinnes","UC",,"Camille","WARZÉE","F",12,,,,,,,,,,,,,,,,,
6560,"Erquelinnes","IC",,"Christian","WARZEE","M",11,,,,,,,,,,,,,,,,,
4550,"Nandrin","Pour Nandrin",,"Emile","WARZÉE","M",11,,,,,,,,,,,,,,,,,
4170,"Comblain-au-Pont","IC",,"Pierre","WARZÉE","M",17,"PS","2","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,,,"https://www.cumuleo.be/mandataire/11914-pierre-warzee.php"
5363,"Hamois","Ensemble 2018",,"Valérie","WARZÉE-CAVERENNE","F",2,,,,,,,,,,,,,,,,,
7080,"Frameries","PP",,"Ruddy","WASELYNCK","M",1,"Parti Populaire","10","oui","oui","oui","oui",,,,,,,,,,,"https://www.cumuleo.be/mandataire/16042-ruddy-waselynck.php"
7070,"Le Roeulx","IC",,"Jérôme","WASTIAU","M",7,"x","3","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13473-jerome-wastiau.php"
5300,"Andenne","AD&N",,"Franciane","WATCHAP","F",20,,,,,,,,,,,,,,,,,
,"Meix-Devant-Virton","MAÏEUR",,"Bruno","WATELET","M",5,"x","6","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/15523-bruno-watelet.php"
7160,"Chapelle-lez-Herlaimont","Go ! Chapelle",,"Jean-Claude","WATELET","M",20,,,,,,,,,,,,,,,,,
,"Berchem","ECOLO-GROEN",2,"Raphaël","Watelet",,14,,,,,,,,,,,,,,,,,
5370,"Havelange","H2018",,"Angélique","WATELET-COLIGNON","F",3,,,,,,,,,,,,,,,,,
7100,"La Louvière","PS",,"Philippe","WATERLOT","M",13,,,,,,,,,,,,,,,,,
5560,"Houyet","ECOLO",,"Joëlle","WATERSCHOOT","F",4,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","PS",,"Caroline","WATHELET","F",16,,,,,,,,,,,,,,,,,
4560,"Clavier","I.C.",,"Damien","WATHELET","M",15,"cdH","8","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13475-damien-wathelet.php"
4000,"Liège","VERT ARDENT",,"Daniel","WATHELET","M",10,"Ecolo","6","oui","oui","oui",,,,,,,,,,,,"https://www.cumuleo.be/mandataire/16403-daniel-wathelet.php"
4600,"Visé","OUI Visé",,"Dany","WATHELET","M",23,,,,,,,,,,,,,,,,,
4600,"Visé","Visons DEMAIN",,"François","WATHELET","M",9,,,,,,,,,,,,,,,,,
6927,"Tellin","ERC",,"Françoise","WATHELET","F",8,,,,,,,,,,,,,,,,,
6660,"Houffalize","Houffalize +",,"Jean-Noël","WATHELET","M",12,,,,,,,,,,,,,,,,,
5660,"Couvin","ECOLO",,"Michel","WATHELET","M",15,,,,,,,,,,,,,,,,,
7160,"Chapelle-lez-Herlaimont","ECOLO",,"Robert","WATHELET","M",5,,,,,,,,,,,,,,,,,
4570,"Marchin","GCR",,"Thomas","WATHELET","M",2,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","MR",,"Chantal","WATHELET-DECOSTER","F",8,,,,,,,,,,,,,,,,,
4190,"Ferrières","Envie Commune",,"Nicole","WATHIEU","F",12,,,,,,,,,,,,,,,,,
,"Erezée","IC",,"Bénédicte","WATHY","F",4,"MR","5","oui","oui","oui","oui","oui","oui","oui","oui",,,,,,,"https://www.cumuleo.be/mandataire/12278-benedicte-wathy.php"
6000,"Charleroi","ECOLO",,"Robert","WATHY","M",13,,,,,,,,,,,,,,,,,
4900,"Spa","S.P.A",,"Sarah","WATHY","F",18,,,,,,,,,,,,,,,,,
6900,"Marche-en-Famenne","MaRche2018-MR",,"Annick","WATLET","F",6,,,,,,,,,,,,,,,,,
7130,"Binche","UNION",,"Benoit","WATREMEZ","M",29,,,,,,,,,,,,,,,,,
5660,"Couvin","#PEP'S",,"Elodie","WATRICE","F",6,,,,,,,,,,,,,,,,,
1310,"La Hulpe","LB",,"Jean-Louis","WATRICE","M",15,,,,,,,,,,,,,,,,,
5590,"Ciney","ACTION",,"Delphine","WATRIN","F",14,,,,,,,,,,,,,,,,,
5380,"Fernelmont","EPF",,"Véronique","WATRIN-SAVENBERG","F",12,,,,,,,,,,,,,,,,,
4140,"Sprimont","MCS Citoyen",,"Stéphane","WATTÉ","M",11,,,,,,,,,,,,,,,,,
7320,"Bernissart","OXYGÈNE-I.C.",,"Colette","WATTECAMPS","F",20,,,,,,,,,,,,,,,,,
1000,"Bruxelles","PLAN B",13,"Etienne","WATTECAMPS",,49,,,,,,,,,,,,,,,,,
6000,"Charleroi","MR",,"Eric","WATTELAR","M",29,,,,,,,,,,,,,,,,,
5363,"Hamois","ECOLO",,"Alan","WATTERMAN","M",9,,,,,,,,,,,,,,,,,
4480,"Engis","MCER",,"Gaëlle","WATTERMAN","F",12,,,,,,,,,,,,,,,,,
5600,"Philippeville","ECOLO",,"Anne","WATTEYNE","F",20,,,,,,,,,,,,,,,,,
1160,"Auderghem","MR-OpenVLD",12,"Fabien","Watteyne",,29,,,,,,,,,,,,,,,,,
7730,"Estaimpuis","Pour Vous !",,"Bernard","WATTEZ","M",2,,,,,,,,,,,,,,,,,
1340,"Ottignies-Louvain-la-Neuve","AVENIR",,"Edith","WATTIAUX","F",8,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","DéFI",,"Olivier","WATTIAUX","M",17,,,,,,,,,,,,,,,,,
1470,"Genappe","#NAME?",,"Patricia","WATTIAUX","F",14,,,,,,,,,,,,,,,,,
7620,"Brunehaut","U.S.B",,"Maxime","WATTIEAUX","M",13,,,,,,,,,,,,,,,,,
7940,"Brugelette","O.C",,"Eric","WATTIER","M",3,,,,,,,,,,,,,,,,,
7390,"Quaregnon","Ecolo-Vrai",,"Daniel","WATTIEZ","M",8,,,,,,,,,,,,,,,,,
7390,"Quaregnon","Citoyen",,"Françoise","WATTIEZ","F",2,,,,,,,,,,,,,,,,,
7320,"Bernissart","PS",,"Frédéric","WATTIEZ","M",13,,,,,,,,,,,,,,,,,
7320,"Bernissart","PS",,"Luc","WATTIEZ","M",3,"PS","12","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/227-luc-wattiez.php"
1390,"Grez-Doiceau","équipe",,"Marc","WATTIEZ","M",11,,,,,,,,,,,,,,,,,
7320,"Bernissart","ECOLO",,"Maud","WATTIEZ","F",3,,,,,,,,,,,,,,,,,
7600,"Péruwelz","ECOLO",,"Michel","WATTIEZ","M",7,,,,,,,,,,,,,,,,,
6630,"Martelange","U.C.",,"Daniel","WATY","M",1,"cdH","9","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/226-daniel-waty.php"
1000,"Bruxelles","MR-VLD",6,"Frédéric","WAUCQUEZ",,35,,,,,,,,,,,,,,,,,
7000,"Mons","Mons en Mieux!",,"Tobias","WAUQUIER","M",31,,,,,,,,,,,,,,,,,
1200,"Woluwe-Saint-Lambert","PS-sp.a",5,"Ariane","Wautelet",,2,,,,,,,,,,,,,,,,,
4530,"Villers-le-Bouillet","VIDEM",,"François","WAUTELET","M",1,"MR","9","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/223-francois-wautelet.php"
6280,"Gerpinnes","CDH",,"Guy","WAUTELET","M",21,"cdH","4","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13476-guy-wautelet.php"
6200,"Châtelet","MR",,"Irène","WAUTELET","F",6,,,,,,,,,,,,,,,,,
5030,"Gembloux","BAILLI",,"Laora","WAUTELET","F",14,,,,,,,,,,,,,,,,,
,"Berchem","ECOLO-GROEN",2,"Alain","Wauters",,8,,,,,,,,,,,,,,,,,
6530,"Thuin","PS",,"Augusta","WAUTERS","F",22,"PS","10","oui","oui","oui","oui",,,,,,,,,,,"https://www.cumuleo.be/mandataire/16043-augusta-wauters.php"
1000,"Bruxelles","CDH-CD&V+",1,"Didier","WAUTERS",,1,,,,,,,,,,,,,,,,,
1000,"Bruxelles","ECOLO-GROEN",2,"Els","WAUTERS",,30,,,,,,,,,,,,,,,,,
1170,"Watermael-Boitsfort","PP Parti Populaire",15,"Nicole","Wauters",,5,,,,,,,,,,,,,,,,,
1000,"Bruxelles","PTB*PVDA",9,"Patrick","WAUTERS",,28,,,,,,,,,,,,,,,,,
1180,"Uccle","ECOLO - GROEN",2,"Patrick","Wauters",,29,,,,,,,,,,,,,,,,,
4690,"Bassenge","PS",,"Roger","WAUTERS","M",19,,,,,,,,,,,,,,,,,
1390,"Grez-Doiceau","A.C#BOURGMESTR",,"Stéphane","WAUTERS","M",10,,,,,,,,,,,,,,,,,
1150,"Woluwe-Saint-Pierre","ECOLO-GROEN",2,"Vincent","Wauters",,14,,,,,,,,,,,,,,,,,
4280,"Hannut","LA DROITE",,"Yves","WAUTERS","M",4,,,,,,,,,,,,,,,,,
,"Ecaussinnes","Ensemble",,"Marie-Pauline","WAUTERS - CAPRON","F",6,,,,,,,,,,,,,,,,,
4500,"Huy","ECOLO",,"Mireille","WAUTERS-VAN ESPEN","F",18,,,,,,,,,,,,,,,,,
5170,"Profondeville","MICS",,"Agnès","WAUTHELET","F",12,,,,,,,,,,,,,,,,,
5640,"Mettet","ECOLO",,"Christian","WAUTHIER","M",13,,,,,,,,,,,,,,,,,
6230,"Pont-à-Celles","PS",,"Garance","WAUTHIER","F",6,,,,,,,,,,,,,,,,,
1435,"Mont-Saint-Guibert","Tous Ensemble",,"Julien","WAUTHIER","M",15,,,,,,,,,,,,,,,,,
6880,"Bertrix","ACTION",,"Manu","WAUTHIER","M",7,,,,,,,,,,,,,,,,,
6000,"Charleroi","C+",,"Rémy","WAUTHIER","M",37,,,,,,,,,,,,,,,,,
7860,"Lessines","MR - ENSEMBLE",,"René","WAUTHIER","M",15,,,,,,,,,,,,,,,,,
5500,"Dinant","DINANT",,"Saskia","WAUTHIER","F",16,,,,,,,,,,,,,,,,,
,"Berchem","ECOLO-GROEN",2,"Thibault","Wauthier",,2,,,,,,,,,,,,,,,,,
5330,"Assesse","Acor+",,"Vincent","WAUTHIER","M",5,"cdH","4","oui","oui","oui","oui",,,,,,,,,,,"https://www.cumuleo.be/mandataire/16044-vincent-wauthier.php"
6840,"Neufchâteau","AGIR ENSEMBLE",,"Sylviane","WAUTHIER-LEQUEUX","F",6,,,,,,,,,,,,,,,,,
6760,"Virton","IC+",,"Vincent","WAUTHOZ","M",21,"MR","12","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/10646-vincent-wauthoz.php"
6870,"Saint-Hubert","PluS",,"Carol","WAUTHY","F",13,,,,,,,,,,,,,,,,,
5640,"Mettet","ICAP",,"Michaël","WAUTHY","M",17,,,,,,,,,,,,,,,,,
1170,"Watermael-Boitsfort","MR-GM",12,"David","Wautier",,9,,,,,,,,,,,,,,,,,
1190,"Forest","PTB*PVDA",9,"Frédéric","WAUTIER",,8,,,,,,,,,,,,,,,,,
1460,"Ittre","E.P.I.",,"Jacques","WAUTIER","M",7,,,,,,,,,,,,,,,,,
1480,"Tubize","RC",,"Jean-Armand","WAUTIER","M",5,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","L.Bourgmestre",,"Jean-Marc","WAUTIER","M",5,"MR","2","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/12784-jean-marc-wautier.php"
1435,"Mont-Saint-Guibert","Tous Ensemble",,"Marie-Claire","WAUTIER","F",19,,,,,,,,,,,,,,,,,
6830,"Bouillon","ALTERNATIVE",,"Yonel","WAUTIER","M",11,,,,,,,,,,,,,,,,,
4140,"Sprimont","MCS Citoyen",,"Aurore","WAUTRICHE","F",6,,,,,,,,,,,,,,,,,
7170,"Manage","MR",,"Jeannine","WAUTY","F",24,,,,,,,,,,,,,,,,,
6820,"Florenville","VivrEnsemble",,"Didier","WAVREILLE","M",13,,,,,,,,,,,,,,,,,
6850,"Paliseul","Action",,"Jean-Luc","WAVREILLE-HOUBION","M",13,,,,,,,,,,,,,,,,,
7050,"Jurbise","LB",,"Pierre","WAYEMBERGH","M",18,,,,,,,,,,,,,,,,,
4900,"Spa","Alternative-plus",,"Arnaud","WÉBER","M",3,,,,,,,,,,,,,,,,,
6600,"Bastogne","CITOYENS +",,"Estève","WÉBER","F",4,,,,,,,,,,,,,,,,,
6680,"Sainte-Ode","CAP 2030",,"Geneviève","WEBER","F",2,,,,,,,,,,,,,,,,,
4820,"Dison","Vivre Dison",,"Manfred","WEBER","M",5,,,,,,,,,,,,,,,,,
4100,"Seraing","PS",,"Michel","WEBER","M",35,,,,,,,,,,,,,,,,,
4670,"Blegny","ICdh",,"Nicolas","WEBER","M",5,,,,,,,,,,,,,,,,,
4800,"Verviers","CDH",,"Emmanuel","WEERTS","M",37,,,,,,,,,,,,,,,,,
1040,"Etterbeek","Ecolo-Groen",2,"Patrick","Wegerdt",,23,,,,,,,,,,,,,,,,,
4000,"Liège","PS",,"Corinne","WÉGIMONT","F",8,"PS","12","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/204-corinne-wegimont.php"
4577,"Modave","OSE",,"Arnaud","WÉGRIA","M",6,,,,,,,,,,,,,,,,,
4500,"Huy","MR",,"Marie-Claire","WEHRBACH","F",9,,,,,,,,,,,,,,,,,
1180,"Uccle","CDH",1,"Victor","Wei",,34,,,,,,,,,,,,,,,,,
6000,"Charleroi","PTB",,"Florida","WEIHSE","F",7,,,,,,,,,,,,,,,,,
1360,"Perwez","Ensemble!",,"Hugues","WEILAND","M",9,,,,,,,,,,,,,,,,,
4170,"Comblain-au-Pont","ECD",,"Thierry","WEISE","M",3,,,,,,,,,,,,,,,,,
5330,"Assesse","Oxygène",,"Michel","WEISMAN","M",3,,,,,,,,,,,,,,,,,
,"Meix-Devant-Virton","MAÏEUR",,"Michaël","WEKHUIZEN","M",3,"PS","7","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/200-michael-wekhuizen.php"
6600,"Bastogne","LDB - CDH",,"Françoise","WELES-GEORGES","F",8,,,,,,,,,,,,,,,,,
7800,"Ath","MR",,"Ludovic","WELLENS","M",7,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","MR",12,"Véronique","Wellens",,14,,,,,,,,,,,,,,,,,
6600,"Bastogne","LDB - CDH",,"Frédéric","WELSCHEN","M",19,,,,,,,,,,,,,,,,,
6780,"Messancy","ICM",,"Rémy","WELSCHEN","M",9,,,,,,,,,,,,,,,,,
6780,"Messancy","NUC",,"Stéphanie","WELSCHEN","F",16,,,,,,,,,,,,,,,,,
4100,"Seraing","PS",,"Joëlle","WELTER","F",18,,,,,,,,,,,,,,,,,
1000,"Bruxelles","CDH-CD&V+",1,"Fabienne","WELTERS",,28,,,,,,,,,,,,,,,,,
4280,"Hannut","LA DROITE",,"Brigitte","WELVAERT","F",9,,,,,,,,,,,,,,,,,
6720,"Habay","Pour Habay",,"Cécile","WELVAERT","F",16,,,,,,,,,,,,,,,,,
7890,"Ellezelles","MR",,"Danielle","WENDERICKX","F",10,,,,,,,,,,,,,,,,,
4620,"Fléron","ECOLO",,"Geneviève","WENGLER","F",2,"Ecolo","4","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,,,"https://www.cumuleo.be/mandataire/11916-genevieve-wengler.php"
4430,"Ans","PS",,"Aurélie","WENKIN","F",20,,,,,,,,,,,,,,,,,
1090,"Jette","DéFI",4,"Jean-Pierre","Wéra",,30,,,,,,,,,,,,,,,,,
4987,"Stoumont","VivrEnsemble",,"Tanguy","WERA","M",7,,,,,,,,,,,,,,,,,
5030,"Gembloux","ECOLO",,"Pierre","WERBROUCK","M",17,,,,,,,,,,,,,,,,,
6470,"Sivry-Rance","MIL",,"Huguette","WÉRION","F",8,,,,,,,,,,,,,,,,,
6887,"Herbeumont","Action",,"Eliane","WERNER","F",3,"x","6","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/192-eliane-werner.php"
1090,"Jette","PS - sp.a",5,"Patrick","Werner",,29,,,,,,,,,,,,,,,,,
4630,"Soumagne","SOUM.DEMAIN",,"Liliane","WERNER-DECOEUR","F",22,,,,,,,,,,,,,,,,,
7780,"Comines-Warneton","PS",,"David","WERQUIN","M",1,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","CDH-CD&V+",1,"Laetitia","Werquin",,30,,,,,,,,,,,,,,,,,
7780,"Comines-Warneton","MCI",,"Laurent","WERQUIN","M",21,,,,,,,,,,,,,,,,,
7041,"Quévy","EDD",,"Mahaut","WERREBROUCK","F",6,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","CDH-CD&V+",1,"Gérald","Werry",,13,,,,,,,,,,,,,,,,,
1050,"Ixelles","ECOLO - GROEN",2,"Bertrand","Wert",,9,,,,,,,,,,,,,,,,,
4910,"Theux","IFR",,"Aurélie","WERTZ","F",8,,,,,,,,,,,,,,,,,
1400,"Nivelles","ECOLO",,"Nicolas","WERTZ","M",7,,,,,,,,,,,,,,,,,
1450,"Chastre","ECOLO",,"Vincent","WERTZ","M",10,,,,,,,,,,,,,,,,,
5640,"Mettet","ROPS",,"Alain","WERY","M",10,,,,,,,,,,,,,,,,,
4250,"Geer","IC",,"Amandine","WERY","F",10,,,,,,,,,,,,,,,,,
7090,"Braine-le-Comte","Ensemble",,"Caroline","WERY","F",6,,,,,,,,,,,,,,,,,
4530,"Villers-le-Bouillet","ENSEMBLE",,"Charles","WÉRY","M",8,,,,,,,,,,,,,,,,,
5590,"Ciney","ECOLO",,"Eric","WERY","M",17,,,,,,,,,,,,,,,,,
5300,"Andenne","AD&N",,"Florence","WERY","F",10,,,,,,,,,,,,,,,,,
4480,"Engis","EngiSolidair",,"Francine","WÉRY","F",10,,,,,,,,,,,,,,,,,
6900,"Marche-en-Famenne","PS",,"Gauthier","WERY","M",9,,,,,,,,,,,,,,,,,
1325,"Chaumont-Gistoux","ARC",,"Patrice","WERY","M",11,,,,,,,,,,,,,,,,,
,"Ecaussinnes","ACÉ",,"Sylvie","WÉSEL","F",15,,,,,,,,,,,,,,,,,
7100,"La Louvière","CUM LUPIS",,"Isabelle","WESPES","F",3,,,,,,,,,,,,,,,,,
4340,"Awans","ECHOS-CIT'",,"Bernard","WESPHAEL","M",21,,,,,,,,,,,,,,,,,
4670,"Blegny","PS",,"Florence","WESTPHAL","F",22,,,,,,,,,,,,,,,,,
6671,"Gouvy","ROC 2018",,"Jacques","WETZ","M",9,,,,,,,,,,,,,,,,,
5330,"Assesse","Acor+",,"Dany","WEVERBERGH","M",1,"cdH","4","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/15530-dany-weverbergh.php"
6791,"Aubange","TPA",,"Luc","WEYDERS","M",25,,,,,,,,,,,,,,,,,
5500,"Dinant","ID!",,"Stéphane","WEYNANT","M",3,,,,,,,,,,,,,,,,,
1000,"Bruxelles","MR-VLD",6,"David","WEYTSMAN",,5,"MR","14","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/15534-david-weytsman.php"
,"Saint-Nicolas (liège)","ECOLO",,"Ghislain","WEYTSMAN","M",17,,,,,,,,,,,,,,,,,
,"Mont-de-l'Enclus","MR",,"Virginie","WEYTSMAN","F",4,,,,,,,,,,,,,,,,,
6717,"Attert","ENSEMBLE",,"Marie-Pierre","WIAME","F",18,,,,,,,,,,,,,,,,,
5340,"Gesves","GEM",,"Mélanie","WIAME","F",8,,,,,,,,,,,,,,,,,
5030,"Gembloux","BAILLI",,"Edith","WIAME-PIRSON","F",6,,,,,,,,,,,,,,,,,
1170,"Watermael-Boitsfort","GÉNÉRATIONS Humanistes",1,"Alain","Wiard",,1,"cdH","2","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/12790-alain-wiard.php"
